Target,Prediction,Tissue,Genotype,Treatment
DRX060009,26.19323,root,--,AI
DRX060012,23.364128,root,--,Mock
DRX064458,19.175262,root,--,-B
DRX064454,16.557482,root,--,-Ca
DRX064462,14.47668,root,--,-Cu
DRX064459,12.400251,root,--,-He
DRX064453,23.982098,root,--,-K
DRX064455,15.581093,root,--,-Mg
DRX064460,16.131287,root,--,-Mn
DRX064463,17.056446,root,--,-Mo
DRX064452,16.788433,root,--,-N
DRX064456,17.819366,root,--,-P
DRX064457,17.511072,root,--,-S
DRX064461,16.434734,root,--,-Zn
DRX064451,18.613745,root,--,Mock
DRX065034,23.853241,root,MybOX,--
DRX065032,13.781023,root,myb30-2,--
DRX065028,16.78064,root,myb30-2,--
DRX065024,13.893721,root,wild type,Mock
DRX066826,21.841534,--,ibm1,--
DRX066829,15.85429,--,ibm1 ldl2,--
DRX066835,12.61158,--,ldl2,--
DRX066838,11.560104,--,suvh456,--
DRX066832,13.69243,--,wild type,--
DRX078174,19.046995,whole plant,atlbr-2,--
DRX078171,21.234634,whole plant,atlbr-2,--
DRX078168,16.66023,whole plant,wild type,LPS
DRX078165,22.080086,whole plant,wild type,Mock
DRX084091,16.873098,seedlings,35S-TIR1,--
DRX084094,15.301547,seedlings,35S-TIR1,--
DRX084088,14.728293,seedlings,35S-TIR1,--
DRX084100,17.576183,seedlings,35S-ccvTIR1,--
DRX084103,16.467976,seedlings,35S-ccvTIR1,--
DRX084097,16.661144,seedlings,35S-ccvTIR1,--
DRX084082,14.283707,seedlings,wild type,IAA
DRX084079,16.36074,seedlings,wild type,Mock
DRX084085,16.861534,seedlings,wild type,cvxIAA
DRX093716,33.72299,--,wild type,PHA
DRX093713,24.804485,--,wild type,control
DRX176874,22.13176,--,--,0day mock
DRX176886,20.355873,--,--,1day KDB
DRX176877,22.508112,--,--,1day mock
DRX176889,26.167852,--,--,3day KDB
DRX176880,20.44779,--,--,3day mock
DRX176884,20.814936,--,--,5day mock
DRX099523,35.69547,root,--,azomethine (boron deprivation) +  boric acid 1h
DRX099520,42.6127,root,--,azomethine (boron deprivation) 1h
DRX099517,23.090103,root,wild type,Mock
DRX111920,26.113865,shoot apex,--,Mock
DRX111926,24.710278,shoot apex,--,Mock
DRX139781,21.760605,root,NR-null mutant,--
DRX139780,24.864004,root,wild type,--
DRX139779,15.653599,shoot,NR-null mutant,--
DRX139778,10.669705,shoot,wild type,--
DRX139786,15.077768,seedlings,--,Mock
DRX139792,10.508333,seedlings,--,Mock
DRX139798,9.542728,seedlings,--,Mock
DRX139788,44.427753,seedlings,--,dry
DRX139794,43.320217,seedlings,--,dry
DRX139800,35.546036,seedlings,--,dry
DRX139790,20.762493,seedlings,--,heat
DRX139796,19.764372,seedlings,--,heat
DRX139802,16.754393,seedlings,--,heat
DRX158876,26.0445,root,ldl3,--
DRX158871,29.820585,root,ldl3,--
DRX158873,25.835613,root,ldl3,--
DRX158862,30.627611,root,wild type,CIM 14day
DRX158858,31.487564,root,wild type,Mock
DRX158864,22.37136,root,wild type,SIM1dayCIM14day
DRX159407,13.040625,--,--,dark2daylight2day
DRX159855,26.657131,1cm long root tips,rpt5a mutant,0.03mM_boric_acid
DRX159859,23.478033,1cm long root tips,rpt5a mutant,3mM_boric_acid
DRX159847,24.253899,1cm long root tips,wild type,0.03mM_boric_acid
DRX159851,20.480797,1cm long root tips,wild type,3mM_boric_acid
DRX168574,21.679316,Shoot,lcs3,low Ca
DRX168570,9.853125,Shoot,lcs3,normal Ca
DRX168572,15.697631,Shoot,wild type,low Ca
DRX168568,9.480278,Shoot,wild type,normal Ca
DRX174606,33.232452,12day seedlings,raf18/20/24,dehydration 5h*
DRX174607,32.342278,12day seedlings,srk2abgh,dehydration 5h*
DRX174605,35.58143,12day seedlings,wild type,dehydration 5h*
DRX174604,13.942134,12day seedlings,wild type,untreated
DRX178607,12.951023,leaf,hise1-3*,--
ERX1104310,13.018197,seedlings,wild type,--
ERX1268131,6.844396,leaves,sid2,--
ERX1268134,9.925747,leaves,sid2,--
ERX1268137,15.003888,leaves,sid2,--
ERX1268161,6.311838,leaves,sid2,--
ERX1268164,6.3081326,leaves,sid2,--
ERX1268167,7.7437277,leaves,sid2,--
ERX1268147,8.674374,leaves,wild type,--
ERX1268155,5.6720753,leaves,wild type,--
ERX1268158,6.687573,leaves,wild type,--
ERX1268170,9.355801,leaves,wild type,--
ERX1268173,12.779741,leaves,wild type,--
ERX1268176,16.971283,leaves,wild type,--
ERX1366475,5.31693,leaves,--,--
ERX1409523,14.010236,seedlings,Col-0 WT pX6-3xHA-AGO1,--
ERX1409543,47.80282,seedlings,ago1-3 FLAG-AGO1D762A,--
ERX1409534,16.093925,seedlings,ago1-3 FLAG-AGO1D762A pX6-3xHA-AGO1,--
ERX1409532,17.369396,seedlings,ago1-3 FLAG-AGO1E803A pX6-3xHA-AGO1,--
ERX1409530,17.450163,seedlings,ago1-3 FLAG-AGO1H988F pX6-3xHA-AGO1,--
ERX1409527,13.553551,seedlings,ago1-3 FLAG-AGO1WT pX6-3xHA-AGO1,--
ERX1409525,17.045927,seedlings,ago1-3 pX6-3xHA-AGO1,--
ERX1517446,16.831213,rosette leaf,atphb3 ANAC017,--
ERX1517449,16.882156,rosette leaf,atphb3 anac017,--
ERX1517454,13.736939,rosette leaf,rpotmp ANAC017,--
ERX1517457,19.891098,rosette leaf,rpotmp anac017,--
ERX1517452,15.571731,rosette leaf,wild type,--
ERX1648936,16.52309,seedlings,--,--
ERX1735532,15.314541,seedling,wild type,--
ERX1735534,19.46902,seedling,xrn3-8 mutant,--
ERX1874916,17.312471,whole plant,wild type,--
ERX1936700,19.142498,inflorescence,ETT,--
ERX1936703,15.361947,inflorescence,ETT + IAA,--
ERX1936694,14.830563,inflorescence,wild type,Mock
ERX1936697,15.343931,inflorescence,wild type +IAA,IAA
ERX2055381,16.101517,inflorescence,35S:HWS overexpressor,--
ERX2055375,19.945328,inflorescence,hws-1 mutant,--
ERX2055377,18.62916,inflorescence,hws-3 mutant,--
ERX2055373,23.697899,inflorescence,wild type,--
ERX2244584,17.245823,siliques,AtBUD13 heterozygous knockout,--
ERX2244582,14.867457,siliques,wild type,--
ERX2297585,10.357393,seedlings,--,Mock
ERX2297600,10.6531315,seedlings,--,Mock
ERX2297591,11.59225,seedlings,--,cold16 3day
ERX2297594,9.397007,seedlings,--,cold16 3day
ERX2297582,7.8064795,seedlings,--,cold16 9day
ERX2297588,7.961752,seedlings,--,recovery 3day aHter cold16 9day
ERX2297597,9.2416725,seedlings,--,recovery 3day aHter cold16 9day
ERX2297608,10.410199,seedlings,pcp,--
ERX2297611,11.509254,seedlings,pcp,--
ERX2297614,8.380163,seedlings,pcp,--
ERX2338277,17.48696,apices,fd-2,--
ERX2338283,16.19668,apices,fd-2,--
ERX2338289,13.984434,apices,fd-2,--
ERX2338280,12.176733,apices,pFD::GFP:FD,--
ERX2338286,11.843503,apices,pFD::GFP:FD,--
ERX2338292,12.486698,apices,pFD::GFP:FD,--
ERX2338298,11.686855,apices,pFD::GFP:FD,--
ERX2338304,9.950044,apices,pFD::GFP:FD,--
ERX2612804,12.742394,leaves,--,Mock
ERX2612807,15.393521,leaves,--,Mock
ERX2612816,9.54878,leaves,--,Mock
ERX2612819,9.930093,leaves,--,Mock
ERX2612828,10.561694,leaves,--,Mock
ERX2612831,9.876231,leaves,--,Mock
ERX2612840,10.730338,leaves,--,Mock
ERX2612843,8.911633,leaves,--,Mock
ERX2612852,8.039724,leaves,--,Mock
ERX2612855,11.736428,leaves,--,Mock
ERX2612798,9.445506,leaves,--,inoculated with Hpa*
ERX2612801,13.813695,leaves,--,inoculated with Hpa*
ERX2612810,10.080501,leaves,--,inoculated with Hpa*
ERX2612813,12.147696,leaves,--,inoculated with Hpa*
ERX2612822,9.816734,leaves,--,inoculated with Hpa*
ERX2612825,8.354505,leaves,--,inoculated with Hpa*
ERX2612834,9.016378,leaves,--,inoculated with Hpa*
ERX2612837,12.2014675,leaves,--,inoculated with Hpa*
ERX2612846,8.362844,leaves,--,inoculated with Hpa*
ERX2612849,13.533103,leaves,--,inoculated with Hpa*
ERX2702590,7.9408674,leaves,--,Mock
ERX2702587,6.6305256,leaves,--,dry
ERX2729242,12.314899,rosette,pae9-2,4h post inHestation
ERX2729244,16.54302,rosette,pae9-2,4h post inHestation
ERX2729246,15.090607,rosette,pae9-2,4h post inHestation
ERX2729248,11.403366,rosette,pae9-2,8h post inHestation
ERX2729250,15.556597,rosette,pae9-2,8h post inHestation
ERX2729252,14.486424,rosette,pae9-2,8h post inHestation
ERX2729254,11.068203,rosette,pae9-2,control
ERX2729256,10.436844,rosette,pae9-2,control
ERX2729258,12.368057,rosette,pae9-2,control
ERX2729224,13.225491,rosette,wild type,4h post inHestation
ERX2729226,13.041984,rosette,wild type,4h post inHestation
ERX2729228,13.057456,rosette,wild type,4h post inHestation
ERX2729230,13.777655,rosette,wild type,8h post inHestation
ERX2729232,13.63865,rosette,wild type,8h post inHestation
ERX2729234,23.305096,rosette,wild type,8h post inHestation
ERX2729236,10.709051,rosette,wild type,control
ERX2729238,12.427538,rosette,wild type,control
ERX2729240,13.94306,rosette,wild type,control
ERX3198055,15.019498,seedlings,hyl1-2,--
ERX3139138,35.708164,root,wild type,MB3_wounding 1h
ERX3139141,32.464516,root,wild type,MB3_wounding 3h
ERX3139144,29.414236,root,wild type,MB3_wounding 6h
ERX3139132,23.551718,root,wild type,control
ERX3139135,23.476767,root,wild type,wounding 12h
ERX3140330,26.718231,root,wild type,DMSO
ERX3140333,35.085815,root,wild type,DMSO_wounding 1h
ERX3140336,33.78279,root,wild type,DMSO_wounding 3h
ERX3140339,28.124886,root,wild type,DMSO_wounding 6h
ERX3140342,41.06483,root,wild type,MB3
ERX3140345,47.306984,root,wild type,MB3_wounding 1h
ERX3140348,37.48143,root,wild type,MB3_wounding 3h
ERX3140351,53.549683,root,wild type,MB3_wounding 6h
ERX3196395,5.1629705,leaf,--,untreated
ERX3196399,5.3585324,leaf,--,untreated
ERX3196405,5.164546,leaf,--,untreated
ERX3196411,6.107276,leaf,--,untreated
ERX3196396,6.464006,leaf,--,untreated
ERX3196400,5.9094977,leaf,--,untreated
ERX3196406,4.9825964,leaf,--,untreated
ERX3196412,4.9674935,leaf,--,untreated
ERX3196334,21.017738,leaf,--,Hlg22
ERX3196340,20.649487,leaf,--,h2o
ERX3507592,14.032885,--,VIRc*,--
ERX3511341,17.644001,--,hen2-2*,--
ERX3511336,17.749353,--,wild type,--
ERX3374725,16.4623,whole organism,myc234,25min touch
ERX3374732,15.326346,whole organism,myc234,untreated
ERX3374722,20.914623,whole organism,wild type,25min touch
ERX3374729,16.032743,whole organism,wild type,untreated
ERX3390233,22.020727,whole organism,myc2 pMYC2:MYC2-FLAG,10min touch*
ERX3390237,18.279535,whole organism,myc2 pMYC2:MYC2-FLAG,180min touch*
ERX3390241,22.161167,whole organism,myc2 pMYC2:MYC2-FLAG,25min touch*
ERX3390245,17.744259,whole organism,myc2 pMYC2:MYC2-FLAG,40min touch*
ERX3390249,21.63788,whole organism,myc2 pMYC2:MYC2-FLAG,60min touch*
ERX3390253,18.958744,whole organism,myc2 pMYC2:MYC2-FLAG,untouched
ERX3674697,8.600181,leaf,mail1-1,--
ERX3674727,18.82733,leaf,mail1-1-pp7l-2,--
ERX3674731,10.036841,leaf,main-2,--
ERX3674723,10.776836,leaf,pp7l-2,--
ERX3674685,10.144415,leaf,wild type,--
ERX3467492,19.85005,root,nrf1-2 mutant,iron deHiciency
ERX3467490,21.952337,root,nrf1-2 mutant,iron suHHiciency
ERX3467496,24.332806,root,wild type,iron deHiciency
ERX3467494,22.226608,root,wild type,iron suHHiciency
ERX350053,16.867058,leaves,CaMV35S:FLAG::RPL18,--
ERX350056,14.383275,leaves,FtGDC::FLAG::RPL18,--
ERX570530,10.928073,root tip,rtel1-1,--
ERX570532,11.198247,root tip,wild type,--
ERX940520,35.05655,seedlings,--,APO
ERX940532,22.940102,seedlings,--,Mock
ERX940528,27.108332,seedlings,--,SAHA
ERX940524,29.555609,seedlings,--,TSA
ERX2405550,14.499404,seedlings,lhp1-3,--
ERX2405540,15.35424,seedlings,trb1-1,--
ERX2405552,16.390339,seedlings,trb1-1 lhp1-3,--
ERX2405547,14.8541355,seedlings,trb1-1 trb3-1,--
ERX2405558,19.255346,seedlings,trb1-1 trb3-1 lhp1-3,--
ERX2405543,17.70676,seedlings,trb3-1,--
ERX2405556,14.651369,seedlings,trb3-1 lhp1-3,--
ERX2405537,15.091915,seedlings,wild type,--
ERX981475,15.77295,whole plant,wild type,--
ERX1043128,12.245343,leaves,met1-3 mutant,--
ERX1043133,8.243094,leaves,met1-3 mutant x wild type,--
ERX1043124,9.759168,leaves,wild type,--
ERX1043130,8.8222275,leaves,wild type x met1-3 mutant,--
GSM800621,13.78479,seedlings,--,--
GSM797873,21.575972,seedlings,wei8-/- tar2+/-,--
GSM797871,19.43615,seedlings,wild type,Kynurenine
GSM847337,16.617708,flower,wild type,--
GSM847334,17.365896,seedlings,wild type,--
GSM865212,26.877304,flower receptacles,Wild Type,--
GSM865215,24.1121,flower receptacles,hae-3 hsl2-3 mutant,--
GSM762078,8.667065,seedlings,--,--
GSM762070,12.08527,seedlings,--,--
GSM912636,17.114454,seedlings,bzr1-1D mutant,--
GSM912638,14.119608,seedlings,"pifq (a quadruple mutant lacking PIF1, 3, 4, and 5)",--
GSM912640,11.619215,seedlings,pifq;bzr1-1D mutant,--
GSM912634,19.458912,seedlings,wild type,--
GSM951355,16.300575,seedlings,rve8-1,dexamethasone
GSM951358,15.192432,seedlings,rve8-1,mock
GSM951349,17.097427,seedlings,rve8-1 RVE8,dexamethasone
GSM951352,18.531387,seedlings,rve8-1 RVE8,mock
GSM958266,21.346237,seedlings,pif1pif3pif4pif5 (pifq),--
GSM958263,20.39695,seedlings,pif1pif4pif5 (pif145),--
GSM958260,21.615551,seedlings,pif3,--
GSM958257,24.624016,seedlings,wild type,--
GSM969708,10.165617,leaves,pen2-1 pad4-1 sag101-2 mutant,--
GSM969702,9.314252,leaves,pen2-1 pad4-1 sag101-2 mutant,--
GSM969705,11.340909,leaves,pen2-1 pad4-1 sag101-2 mutant,--
GSM969678,10.443808,leaves,pen2-1 pad4-1 sag101-2 mutant expressing MLA1-HA,--
GSM969663,11.5031,leaves,pen2-1 pad4-1 sag101-2 mutant expressing MLA1-HA,--
GSM969684,11.182407,leaves,pen2-1 pad4-1 sag101-2 mutant expressing MLA1-HA,--
GSM969666,12.172627,leaves,pen2-1 pad4-1 sag101-2 mutant expressing MLA1-HA,--
GSM988490,22.226702,leaves,35S:RPS4-HS,--
GSM988493,16.778816,leaves,35S:RPS4-HS,--
GSM988487,15.659679,leaves,35S:RPS4-HS,--
GSM988496,18.415665,leaves,wild type,Mock
GSM988499,15.048535,leaves,wild type,shiHt Hrom 28Â°C to 19Â°C Hor 4h*
GSM988502,10.492222,leaves,wild type,shiHt Hrom 28Â°C to 19Â°C Hor 8h*
GSM1023755,19.105713,seedlings,35S,--
GSM1023757,18.22374,seedlings,35S,--
GSM1023753,16.894047,seedlings,Wild type,--
GSM1025549,15.07965,seedlings,mos2-2,--
GSM1054090,23.19878,seedlings,BP12-2,10 ç¢g/ml rapamycin
GSM1054087,18.162605,seedlings,wild type,10 ç¢g/ml rapamycin
GSM1723718,8.92169,leaves,--,--
GSM1723719,11.08473,leaves,--,--
GSM1723720,10.966684,leaves,--,--
GSM1723721,7.4793844,leaves,--,--
GSM1723722,10.280337,leaves,--,--
GSM1723723,12.520958,leaves,--,--
GSM1723724,15.479106,leaves,--,--
GSM1723725,19.369993,leaves,--,--
GSM1723726,17.59321,leaves,--,--
GSM1723727,22.476868,leaves,--,--
GSM1723728,27.81048,leaves,--,--
GSM1723716,7.960949,leaves,--,--
GSM1723717,8.016712,leaves,--,--
GSM1072464,12.476634,seedlings,Wild type,--
GSM1072485,9.736292,seedlings,Wild type,Mock
GSM1072476,14.394719,seedlings,Wild type,photoperiod ZT10 VS ZT22
GSM1072479,12.759754,seedlings,Wild type,photoperiod ZT14 VS ZT22
GSM1072482,11.391892,seedlings,Wild type,photoperiod ZT18 VS ZT22
GSM1072470,12.198827,seedlings,Wild type,photoperiod ZT2 VS ZT22
GSM1072473,11.668656,seedlings,Wild type,photoperiod ZT6 VS ZT22
GSM1072467,11.289699,seedlings,link1link2 double mutants,--
GSM1072494,10.932647,seedlings,link1link2 double mutants,--
GSM1072497,10.810789,seedlings,link1link2 double mutants,--
GSM1072500,11.252309,seedlings,link1link2 double mutants,--
GSM1072488,14.805784,seedlings,link1link2 double mutants,--
GSM1072503,10.655202,seedlings,link1link2 double mutants,--
GSM1072491,15.297373,seedlings,link1link2 double mutants,--
SRX264547,15.760346,leaves,--,--
SRX255194,33.59539,seedlings,--,Mock
SRX255197,39.219093,seedlings,--,benzyladenine
SRX275911,15.671774,seedlings,--,--
GSM1173204,34.6345,rosette leaf,WS,Hirst dehydration
GSM1173202,7.8795667,rosette leaf,WS,Mock
GSM1173206,28.794493,rosette leaf,WS,third dehydration
GSM1239087,11.793581,seedlings,+/+,--
GSM1239079,11.246532,seedlings,IBH1OE/IBH1OE,--
GSM1239083,12.727629,seedlings,IBL1OE/IBL1OE,--
GSM1239081,10.145767,seedlings,ibh1-/ibh1-,--
GSM1239085,10.512192,seedlings,ibl1-/ibl1-,--
GSM1242378,16.688375,leaves,cmt2,--
GSM1242382,10.7045555,leaves,cmt23,--
GSM1242380,9.514841,leaves,cmt3,--
GSM1242376,12.1978855,leaves,drm12,--
GSM1242384,11.638786,leaves,drm12cmt2,--
GSM1242388,10.052657,leaves,drm12cmt23,--
GSM1242386,17.021845,leaves,drm12cmt3,--
GSM1242390,10.098782,leaves,suvh456,--
GSM1242374,9.613814,leaves,wild type,--
SRX365738,16.798988,whole plant,rd26ko,--
GSM1252268,25.741865,seedlings,--,--
GSM1252266,20.209827,seedlings,--,--
GSM1252264,23.186724,seedlings,--,BR
GSM1252262,23.04514,seedlings,wild type,Mock
GSM1279542,22.85394,root,bri1-116 mutant,untreated
GSM1279544,22.408989,root,bri1-116;bzr1-1D mutant,untreated
GSM1279550,28.538437,root,dwf4 mutant,"100 nM BL, 4 hr"
GSM1279548,30.178848,root,dwf4 mutant,untreated
GSM1279536,18.581034,root,wild type,BL 4h
GSM1279538,22.294914,root,wild type,IAA 4h
GSM1279540,22.707958,root,wild type,IAA+BL 4h
GSM1279534,22.457561,root,wild type,Mock
GSM1279546,22.532303,root,wild type,untreated
GSM1297710,6.1093082,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297712,9.443868,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297714,7.9587803,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297716,5.7807817,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297718,6.6717153,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297720,6.12089,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297722,5.9388895,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297726,8.786279,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297728,8.030692,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297730,8.334297,aerial shoots,Wild type,Emoy2_1ddpi
GSM1297734,5.5430827,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297736,5.8205023,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297738,7.26545,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297740,6.0232472,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297742,5.752129,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297744,8.942858,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297746,9.856298,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297750,8.200708,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297752,7.599941,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297754,8.149074,aerial shoots,Wild type,Emoy2_3ddpi
GSM1297758,6.021712,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297760,9.074431,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297762,6.504649,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297764,5.207446,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297766,5.8391075,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297768,8.601151,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297770,6.4830713,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297774,9.220635,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297776,10.71257,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297778,8.584028,aerial shoots,Wild type,Emoy2_5ddpi
GSM1297840,4.5868225,aerial shoots,Wild type,Waco9_1ddpi
GSM1297842,6.982013,aerial shoots,Wild type,Waco9_1ddpi
GSM1297844,6.546469,aerial shoots,Wild type,Waco9_1ddpi
GSM1297846,6.419471,aerial shoots,Wild type,Waco9_1ddpi
GSM1297848,7.016198,aerial shoots,Wild type,Waco9_1ddpi
GSM1297850,5.0879145,aerial shoots,Wild type,Waco9_1ddpi
GSM1297852,8.203003,aerial shoots,Wild type,Waco9_1ddpi
GSM1297854,8.998646,aerial shoots,Wild type,Waco9_1ddpi
GSM1297858,5.216233,aerial shoots,Wild type,Waco9_1ddpi
GSM1297860,6.831375,aerial shoots,Wild type,Waco9_1ddpi
GSM1297862,9.389194,aerial shoots,Wild type,Waco9_1ddpi
GSM1298726,14.613535,flower bud,wild type,--
GSM1298730,16.903921,leaves,wild type,--
SRX424585,9.667681,rosette leaf,med5a/5b,--
SRX424588,13.545246,rosette leaf,med5a/5b ref8-1,--
SRX424582,17.202667,rosette leaf,ref8-1,--
SRX424462,9.807475,rosette leaf,wild type,--
GSM1308344,6.743173,seedlings,HUA2 T-DNA insertion,--
GSM1347943,7.3030324,leaves,pad4-1,--
GSM1347946,8.437179,leaves,smg7-1 pad4-1,--
SRX525652,19.370071,root,hps7,P+
SRX501696,18.388794,root,wild type,Pi starvation
GSM1359151,17.116398,carpels,--,--
GSM1359146,11.823804,carpels,--,--
GSM1359148,13.6912775,carpels,--,--
GSM1369673,10.963369,leaves,35S,--
GSM1369675,9.506935,leaves,35S,--
GSM1369671,10.849947,leaves,co-SAIL,--
GSM1369669,10.230529,leaves,wild type,--
GSM1371357,18.632689,leaves,NIK,--
GSM1371361,20.400093,leaves,T474D,--
GSM1371369,18.852821,leaves,T474D,--
GSM1371363,20.334354,leaves,wild type,Mock
GSM1371353,18.047083,leaves,wild type,inHected CaLCuV 10dpi
GSM1371365,26.532194,leaves,wild type,inHected CaLCuV 20dpi
SRX528590,15.620712,whole plant,--,COR
SRX528553,14.707289,whole plant,--,Mock
SRX528557,12.324121,whole plant,--,Mock
SRX528565,12.714037,whole plant,--,Mock
SRX528600,13.650213,whole plant,--,Mock
SRX528604,10.683502,whole plant,--,Mock
SRX528608,15.472314,whole plant,--,Mock
SRX528612,11.41521,whole plant,--,Mock
SRX528616,14.656852,whole plant,--,Mock
SRX528561,12.190065,whole plant,--,Mock
SRX528573,12.1655,whole plant,--,Mock
SRX528620,11.865152,whole plant,--,Mock
SRX528624,11.541321,whole plant,--,Mock
SRX528628,12.219244,whole plant,--,Mock
SRX528569,11.948572,whole plant,--,Mock
SRX528577,10.026521,whole plant,--,Mock
SRX528581,10.540976,whole plant,--,Mock
SRX528585,12.808705,whole plant,--,Mock
SRX528592,11.770859,whole plant,--,Mock
SRX528596,12.642702,whole plant,--,Mock
SRX528551,10.387398,whole plant,--,control
SRX528555,15.102703,whole plant,--,coronatine 0.25h
SRX528559,14.2758665,whole plant,--,coronatine 0.5h
SRX528567,21.979046,whole plant,--,coronatine 1.5h
SRX528602,19.283052,whole plant,--,coronatine 10h
SRX528606,14.498942,whole plant,--,coronatine 12h
SRX528610,22.038473,whole plant,--,coronatine 14h
SRX528614,14.499877,whole plant,--,coronatine 16h
SRX528618,15.610575,whole plant,--,coronatine 18h
SRX528563,17.287134,whole plant,--,coronatine 1h
SRX528575,12.127887,whole plant,--,coronatine 2.5h
SRX528622,19.08945,whole plant,--,coronatine 20h
SRX528626,18.091232,whole plant,--,coronatine 22h
SRX528630,15.839211,whole plant,--,coronatine 24h
SRX528571,11.967365,whole plant,--,coronatine 2h
SRX528579,11.662293,whole plant,--,coronatine 3h
SRX528583,16.356035,whole plant,--,coronatine 4h
SRX528587,15.486446,whole plant,--,coronatine 5h
SRX528594,17.550861,whole plant,--,coronatine 7h
SRX528598,16.504622,whole plant,--,coronatine 8h
GSM1377364,17.476261,flower bud,dcl 234 nrpd1,--
SRX540096,19.911404,seedlings,SR45-GFP,--
SRX540098,22.768353,seedlings,sr45-1,--
GSM1390693,12.893238,seedlings,cR-grown WT,--
GSM1390696,16.348108,seedlings,hid1(hidden treasure 1),--
GSM1398479,14.264701,seedlings,ESTpro,Incubated in 10 uM beta-estradiol Hor 6h
GSM1398481,14.310662,seedlings,ESTpro,Incubated in 10 uM beta-estradiol Hor 8h
GSM1398477,13.294528,seedlings,ESTpro,Not treated
GSM1398473,13.2874,seedlings,wild type,Incubated in 10 uM beta-estradiol Hor 6h
GSM1398475,11.368277,seedlings,wild type,Incubated in 10 uM beta-estradiol Hor 8h
GSM1413823,26.265348,seedlings,cry1 cry2 double mutant,--
GSM1413825,30.589275,seedlings,tir1 afb1 afb2 afb3 quadruple mutant,--
GSM1413821,15.054452,seedlings,wild type,Mock
GSM1413819,23.662617,seedlings,wild type,dark
SRX639778,10.188919,anther,bhlh91,--
SRX687831,21.404049,anther,wild type,--
GSM1429684,10.038557,root tip,clavata2-gabi,--
GSM1429688,14.835054,root tip,cle40-2,--
GSM1429682,11.290455,root tip,coryne-3,--
GSM1429679,11.925871,root tip,wild type,--
GSM1441335,14.37302,inflorescences and siliques,stk-/-,--
GSM1978176,15.128823,seedlings,35Spro,low blue
GSM1978180,13.631821,seedlings,35Spro,low blue
GSM1978178,17.868378,seedlings,35Spro,white light
GSM1978182,17.563171,seedlings,35Spro,white light
GSM1443117,13.892818,seedlings,pif4-101pif5-1,low blue
GSM1443133,12.816336,seedlings,pif4-101pif5-1,low blue
GSM1443125,15.34754,seedlings,pif4-101pif5-1,low blue
GSM1443119,13.56671,seedlings,pif4-101pif5-1,white light
GSM1443135,12.834617,seedlings,pif4-101pif5-1,white light
GSM1443127,15.289061,seedlings,pif4-101pif5-1,white light
GSM1978186,13.263008,seedlings,wild type,Mock
GSM1443115,13.262168,seedlings,wild type,Mock
GSM1443131,14.242681,seedlings,wild type,Mock
GSM1443123,16.002018,seedlings,wild type,Mock
GSM1978184,11.546701,seedlings,wild type,low blue-light 16h
GSM1443113,12.176183,seedlings,wild type,low blue-light 1h
GSM1443129,13.369919,seedlings,wild type,low blue-light 24h
GSM1443121,12.946338,seedlings,wild type,low blue-light 6h
GSM1444366,12.038641,cotyledon,pif7-1,--
GSM1444370,10.33337,cotyledon,pif7-1,--
GSM1444374,10.383522,cotyledon,sav3-2,--
GSM1444380,8.314425,cotyledon,sav3-2,--
GSM1444328,7.105081,cotyledon,wild type,Mock
GSM1444334,8.701437,cotyledon,wild type,high R:HR_0.5h
GSM1444330,9.19301,cotyledon,wild type,high R:HR_1h
GSM1444332,10.276464,cotyledon,wild type,high R:HR_2h
GSM1444336,9.052643,cotyledon,wild type,high R:HR_3h
GSM1444338,7.101578,cotyledon,wild type,high R:HR_4h
GSM1444340,9.472165,cotyledon,wild type,high R:HR_7h
GSM1444358,10.799368,cotyledon,wild type,low R:HR_0.5h
GSM1444354,9.797014,cotyledon,wild type,low R:HR_1h
GSM1444356,8.7543335,cotyledon,wild type,low R:HR_2h
GSM1444360,7.570527,cotyledon,wild type,low R:HR_3h
