Target,Prediction,Factor,Factor_type_specific,Tissue,Mutant_specific,Age,Temperature
SRP120232/SRX3294800,27.80567,H3K4me3,histone methylation,Inflorescence,arp6,,22.0
SRP120232/SRX3294802,1.5726492,PolII,RNA polymerase,Inflorescence,arp6,,22.0
SRP096152/SRX3316636,0.67033726,H3.1,histone,Leaf,H3.1,21.0,21.0
SRP096152/SRX3316637,0.7012762,H3.3,histone,Leaf,H3.3,21.0,21.0
SRP120499/SRX3348137,1.5715823,open chromatin,open chromatin,Shoot,WT,10.0,
SRP120499/SRX3348138,0.98306227,open chromatin,open chromatin,Root,"arr1, 10, 12",10.0,
SRP120499/SRX3348141,1.5973809,open chromatin,open chromatin,Root,WT,10.0,
SRP120499/SRX3348142,1.3840445,open chromatin,open chromatin,Root,WT,10.0,
SRP120499/SRX3348148,1.4752088,open chromatin,open chromatin,Shoot,WT,10.0,
SRP120499/SRX3348151,1.0747429,open chromatin,open chromatin,Root,"arr1, 10, 12",10.0,
SRP123349/SRX3350549,1.4255105,SOG1,Transcription factor,Whole plant,SOG1,14.0,23.0
SRP125149/SRX3395555,1.161681,REF6,DNA-binding protein,Flower,REF6,35.0,22.0
SRP125149/SRX3395558,1.1075517,REF6,DNA-binding protein,Flower,REF6,35.0,22.0
SRP125149/SRX3395561,1.0680091,REF6,DNA-binding protein,Flower,REF6,35.0,22.0
SRP125149/SRX3395564,1.4893405,REF6,DNA-binding protein,Flower,REF6,35.0,22.0
SRP125149/SRX3395570,0.56016773,H3K27me3,histone methylation,Flower,WT,35.0,22.0
SRP125149/SRX3395572,0.4460532,H3K27me3,histone methylation,Flower,elf6-3,35.0,22.0
SRP101403/SRX3411551,1.0588348,IgG,DNA-binding protein,Whole plant,WT,10.0,22.0
SRP101403/SRX3411552,1.2157308,IgG,DNA-binding protein,Whole plant,AGO1-36,10.0,22.0
SRP102870/SRX3420436,2.9356394,H3K27me3,histone methylation,Silique,,,
SRP102870/SRX3420438,1.9132185,H3K27me3,histone methylation,Leaf,,,
SRP102870/SRX3420440,1.075011,H3K27me3,histone methylation,Embryo,,,
SRP020351/SRX344035,0.07919377,TAF4B,Transcription factor,,,,
SRP126331/SRX3447371,3.5685623,H2AZ,histone related,Whole plant,WT,14.0,22.0
SRP126331/SRX3447372,3.932609,H2AZ,histone related,Whole plant,ros1-14,14.0,22.0
SRP126331/SRX3447373,3.7223377,H2AZ,histone related,Whole plant,idm1-9,14.0,22.0
SRP126331/SRX3447374,2.1680079,H2AZ,histone related,Whole plant,arp6-4,14.0,22.0
SRP126331/SRX3447375,1.4509463,H2AZ,histone related,Whole plant,pie1-6,14.0,22.0
SRP126460/SRX3460332,1.6197722,H4K16ac,histone acetylation,Leaf,WT,14.0,21.0
SRP126460/SRX3460333,2.02212,H4K16ac,histone acetylation,Leaf,h2dc,14.0,21.0
SRP126460/SRX3460334,1.1451395,HD2C,DNA-binding protein,Leaf,h2dc,14.0,21.0
SRP029606/SRX346160,5.7973394,H3K4me3,histone methylation,Leaf,,25.0,23.0
SRP029606/SRX346162,1.090081,H3K27me3,histone methylation,Leaf,,25.0,23.0
SRP127365/SRX3503847,0.7032382,open chromatin,open chromatin,Whole plant,"suvh1, suvh3",13.0,
SRP127365/SRX3503849,0.7450659,open chromatin,open chromatin,Whole plant,WT,13.0,
SRP127365/SRX3503851,0.7873597,SUVH1,DNA-binding protein,Whole plant,suvh1,13.0,
SRP127365/SRX3503853,0.8319957,SUVH3,DNA-binding protein,Whole plant,suvh3,13.0,
SRP127365/SRX3503855,0.90357345,DNAJ1,DNA-binding protein,Whole plant,dnaj1,13.0,
SRP127365/SRX3503856,0.7468958,DNAJ2,DNA-binding protein,Whole plant,dnaj2,13.0,
SRP127365/SRX3503858,0.82536983,SUVH1,DNA-binding protein,Whole plant,"drm1, drm2",13.0,
SRP127365/SRX3503860,0.8562969,SUVH1,DNA-binding protein,Whole plant,nrpd1,13.0,
SRP127365/SRX3503862,0.8483279,SUVH1,DNA-binding protein,Whole plant,nrpe1,13.0,
SRP127365/SRX3503864,0.7995609,SUVH1,DNA-binding protein,Whole plant,suvh1,13.0,
SRP127365/SRX3503870,0.33683792,H3K9me2,histone methylation,Whole plant,suvh1,13.0,
SRP127365/SRX3503871,0.29223207,H3K9me2,histone methylation,Whole plant,WT,13.0,
SRP127400/SRX3505336,1.6109191,H2AZ,histone related,Leaf,WT,12.0,20.0
SRP127400/SRX3505340,0.6910291,H2AZ,histone related,Leaf,arp6,12.0,20.0
SRP127400/SRX3505344,1.6556557,H2AZ,histone related,Leaf,brm,12.0,20.0
SRP127403/SRX3505414,0.7235803,FUL,Transcription factor,Inflorescence,,,21.0
SRP127403/SRX3505417,1.0473565,FUL,Transcription factor,Pistil,,,21.0
SRP127502/SRX3508938,0.24303703,H3K9me2,histone methylation,Aerial tissue,WT,14.0,22.0
SRP127502/SRX3508946,1.1537124,H3C,histone related,Aerial tissue,edm2,14.0,22.0
SRP127502/SRX3508948,1.1164092,H3C,histone related,Aerial tissue,ibm1,14.0,22.0
SRP127502/SRX3508956,1.039264,EDM2,DNA-binding protein,Aerial tissue,edm2,14.0,22.0
SRP127502/SRX3508958,1.0056717,EDM2,DNA-binding protein,Aerial tissue,edm2,14.0,22.0
SRP127503/SRX3508968,0.3256398,H3K9me2,histone methylation,Aerial tissue,WT,14.0,22.0
SRP127503/SRX3508970,0.2806445,H3K9me2,histone methylation,Aerial tissue,edm3,14.0,22.0
SRP029997/SRX352372,0.68057483,H3,histone,Leaf,,21.0,
SRP029997/SRX352373,0.5590764,H2A,histone related,Leaf,,21.0,
SRP029997/SRX352374,0.1673895,H2AW,histone related,Leaf,,21.0,
SRP029997/SRX352375,0.4039354,H2AX,histone related,Leaf,,21.0,
SRP029997/SRX352376,1.8914361,H2AZ,histone related,Leaf,,21.0,
SRP127815/SRX3526828,2.3504748,PolII,RNA polymerase,Whole plant,WT,10.0,23.0
SRP128032/SRX3531272,0.7817932,RBR1,DNA-binding protein,,,3.0,
SRP111909/SRX3540838,1.0083036,EBS,Transcription factor,Aerial tissue,ebs,21.0,22.0
SRP111909/SRX3540839,0.9803196,EBS,Transcription factor,Aerial tissue,ebs,21.0,22.0
SRP111909/SRX3540841,6.418684,H3K4me3,histone methylation,Aerial tissue,ebs,21.0,22.0
SRP111909/SRX3540843,6.719431,H3K4me3,histone methylation,Aerial tissue,ebs,21.0,22.0
SRP128550/SRX3544214,0.559366,CLF,DNA-binding protein,Whole plant,clf,10.0,
SRP128550/SRX3544216,0.6370951,SWN,DNA-binding protein,Whole plant,swn,10.0,
SRP128550/SRX3544219,0.39014417,H3K27me3,histone methylation,Whole plant,WT,10.0,
SRP128550/SRX3544222,0.47969294,H3K27me3,histone methylation,Whole plant,clf,10.0,
SRP128550/SRX3544225,0.36133876,H3K27me3,histone methylation,Whole plant,swn,10.0,
SRP128550/SRX3544228,0.87950885,H3K27me3,histone methylation,Embryo,"clf, swn",30.0,
SRP128914/SRX3554381,1.7977798,H2AZ,histone related,Whole plant,WT,9.0,17.0
SRP128914/SRX3554382,1.913825,H2AZ,histone related,Whole plant,WT,9.0,17.0
SRP128914/SRX3554383,2.0297368,H2AZ,histone related,Whole plant,WT,9.0,17.0
SRP128914/SRX3554384,1.840805,H2AZ,histone related,Whole plant,WT,9.0,17.0
SRP128914/SRX3554385,1.7291113,H2AZ,histone related,Whole plant,WT,9.0,17.0
SRP128914/SRX3554387,2.1307182,H2AZ,histone related,Whole plant,efl3-1,9.0,17.0
SRP128914/SRX3554388,1.6994146,H2AZ,histone related,Whole plant,efl3-1,9.0,17.0
SRP128914/SRX3554389,1.794456,H2AZ,histone related,Whole plant,efl3-1,9.0,17.0
SRP128914/SRX3554390,1.8413707,H2AZ,histone related,Whole plant,efl3-1,9.0,17.0
SRP128914/SRX3554391,1.6995499,H2AZ,histone related,Whole plant,efl3-1,9.0,17.0
SRP129015/SRX3557820,0.81050193,WRKY18,Transcription factor,Whole plant,WT,12.0,
SRP129015/SRX3557821,0.7061154,WRKY18,Transcription factor,Whole plant,WT,12.0,
SRP129015/SRX3557822,0.8558554,WRKY18,Transcription factor,Whole plant,"wrky18,wrky40,wrky33",12.0,
SRP129015/SRX3557823,0.7983389,WRKY18,Transcription factor,Whole plant,"wrky18,wrky40,wrky33",12.0,
SRP030400/SRX359425,1.8245696,IBL1,Transcription factor,Whole plant,IBL1,10.0,22.0
SRP030646/SRX361945,0.4902696,H3K9me1,histone methylation,Leaf,WT,21.0,
SRP131954/SRX3638219,3.0574749,LEC1,Transcription factor,Whole plant,LEC1,,22.0
SRP095841/SRX3652551,0.2968826,TET1,Transcription factor,Leaf,,,
SRP031786/SRX366588,0.9616673,JAG,Transcription factor,Inflorescence,JAG-GFP,,18.0
SRP032273/SRX368984,1.5199863,ARF6,Transcription factor,Whole plant,ARF6,5.0,
SRP032514/SRX372859,0.84729147,NRPE1,RNA polymerase,Flower,WT,,
SRP032514/SRX372860,1.0513694,NRPE1,RNA polymerase,Flower,"suvh2, suvh9",,
SRP032514/SRX372864,0.8483318,NRPE1,RNA polymerase,Flower,WT,,
SRP032514/SRX372865,0.83610183,NRPE1,RNA polymerase,Flower,met1-3,,
SRP133402/SRX3739775,1.5368985,GNC,Transcription factor,Shoot,,11.0,22.0
SRP133545/SRX3744673,1.84286,HTA9,histone related,Whole plant,WT,16.0,
SRP133545/SRX3744674,2.4552135,HTA9,histone related,Whole plant,swc4i,16.0,
SRP133545/SRX3744680,0.5911765,H3,histone,Whole plant,WT,16.0,
SRP133545/SRX3744682,0.7196401,H3,histone,Whole plant,swc4i,16.0,
SRP032781/SRX374717,1.4100764,LHY,Transcription factor,Whole plant,,14.0,22.0
SRP111909/SRX3753856,6.2990613,H3,histone,Aerial tissue,WT,21.0,22.0
SRP111909/SRX3753857,7.0849185,H3K4me3,histone methylation,Aerial tissue,WT,21.0,22.0
SRP134213/SRX3776784,1.0692031,AGDP1,DNA-binding protein,Whole plant,agdp1,10.0,22.0
SRP134213/SRX3776788,0.8821825,AGDP1,DNA-binding protein,Whole plant,agdp1,10.0,22.0
SRP033014/SRX377734,0.88965786,BBM,Transcription factor,Whole plant,BBM-YFP,15.0,21.0
SRP033014/SRX377736,0.87067366,BBM,Transcription factor,Whole plant,BBM-GFP,15.0,21.0
SRP134706/SRX3780164,0.93639255,ALBA1,DNA-binding protein,Whole plant,alba1-1,14.0,23.0
SRP135285/SRX3785700,1.1315658,SHL,Transcription factor,Aerial tissue,shl-2,21.0,22.0
SRP135664/SRX3789136,1.7768707,SE,Transcription factor,Whole plant,se-2,10.0,22.0
SRP135664/SRX3789147,0.13075192,H3K9me2,histone methylation,Whole plant,"atxr5, atxr6",10.0,22.0
SRP135664/SRX3789149,0.29035294,H3K9me2,histone methylation,Whole plant,WT,10.0,22.0
SRP135664/SRX3789150,0.19497108,H3K9me2,histone methylation,Whole plant,WT,10.0,22.0
SRP135664/SRX3789152,0.46298486,H3K9me2,histone methylation,Whole plant,kyp,10.0,22.0
SRP135664/SRX3789153,0.16985816,H3K9me2,histone methylation,Whole plant,"se-2, atxr5, atxr6",10.0,22.0
SRP135664/SRX3789155,0.13831729,H3K9me2,histone methylation,Whole plant,se-2,10.0,22.0
SRP135664/SRX3789157,0.26903105,H3K27me1,histone methylation,Whole plant,"atxr5, atxr6",10.0,22.0
SRP135664/SRX3789159,2.1617746,H3K27me1,histone methylation,Whole plant,WT,10.0,22.0
SRP135664/SRX3789161,0.8655665,H3K27me1,histone methylation,Whole plant,"se-2, atxr5, atxr6",10.0,22.0
SRP135664/SRX3789163,0.2518392,H3K27me1,histone methylation,Whole plant,se-2,10.0,22.0
SRP135688/SRX3790071,0.7801676,REF6,DNA-binding protein,Whole plant,WT,10.0,22.0
SRP135688/SRX3790072,0.8115359,REF6,DNA-binding protein,Whole plant,"drm1-2, drm2-2, cmt2-7, cmt3-11",10.0,22.0
SRP136806/SRX3866936,1.0902991,SOG1,Transcription factor,Whole plant,SOG1,10.0,23.0
SRP136806/SRX3866937,1.1200985,SOG1,Transcription factor,Whole plant,SOG1,10.0,23.0
SRP136869/SRX3870379,1.0879838,PolII,RNA polymerase,Leaf,"xrn2, xrn3",24.0,23.0
SRP136869/SRX3870395,1.1420304,PolII,RNA polymerase,Leaf,sal1-8,24.0,23.0
SRP136869/SRX3870399,2.8432317,H3K36me3,histone methylation,Leaf,sal1-8,24.0,23.0
SRP136869/SRX3870403,0.94763947,PolII,RNA polymerase,Leaf,WT,24.0,23.0
SRP136869/SRX3870413,3.2697303,H3K36me3,histone methylation,Leaf,WT,24.0,23.0
SRP136869/SRX3870422,3.1267512,H3K36me3,histone methylation,Leaf,"xrn2, xrn3",24.0,23.0
SRP022770/SRX387188,0.8982972,SEP3,Transcription factor,Inflorescence,,4.0,20.0
SRP033574/SRX388754,2.0190957,HBI1,Transcription factor,Whole plant,HBI1-YFP,28.0,22.0
SRP034156/SRX391990,0.7002794,open chromatin,open chromatin,Root,,7.0,22.0
SRP034156/SRX391991,0.75363004,open chromatin,open chromatin,Root,,10.0,22.0
SRP034156/SRX391992,0.5154151,open chromatin,open chromatin,Root,,7.0,22.0
SRP034156/SRX391993,0.54797685,open chromatin,open chromatin,Seed cell,,4.0,22.0
SRP034156/SRX391994,0.77750874,open chromatin,open chromatin,Seed cell,,4.0,22.0
SRP034156/SRX391995,0.42722267,open chromatin,open chromatin,Seed cell,,7.0,22.0
SRP034156/SRX391996,0.58609927,open chromatin,open chromatin,Flower,,,22.0
SRP034156/SRX391997,0.42375246,open chromatin,open chromatin,Flower,,,22.0
SRP139525/SRX3923483,3.8288174,H3K27ac,histone acetylation,Inflorescence,AP1-GRap1cal,,22.0
SRP139525/SRX3923486,3.2288916,H3K27ac,histone acetylation,Inflorescence,AP1-GRap1cal,,22.0
SRP139525/SRX3923488,3.2890995,H3K27ac,histone acetylation,Inflorescence,AP1-GRap1cal,,22.0
SRP139525/SRX3923490,3.3077705,H3K27ac,histone acetylation,Inflorescence,AP1-GRap1cal,,22.0
SRP139567/SRX3923912,0.8960068,TZP,Transcription factor,Whole plant,OX TZP,7.0,
SRP139567/SRX3923913,1.1984696,ZFHD10,Transcription factor,Whole plant,OX ZFHD10,7.0,
SRP139782/SRX3928528,2.3627808,DET1,DNA-binding protein,Whole plant,WT,5.0,23.0
SRP139782/SRX3928530,1.6904217,DET1,DNA-binding protein,Whole plant,WT,5.0,23.0
SRP139782/SRX3928532,1.5919051,DET1,DNA-binding protein,Whole plant,det-1,5.0,23.0
SRP139782/SRX3928534,1.8812091,DET1,DNA-binding protein,Whole plant,det-1,5.0,23.0
SRP139788/SRX3928572,1.4686196,BDR1,DNA-binding protein,Whole plant,bdr1,8.0,22.0
SRP139788/SRX3928574,1.6222836,BDR2,DNA-binding protein,Whole plant,bdr2,8.0,22.0
SRP139788/SRX3928581,1.0137861,FPA,DNA-binding protein,Whole plant,WT,8.0,22.0
SRP139813/SRX3929414,1.6758282,H3K4me2,histone methylation,Whole plant,WT,8.0,21.0
SRP139813/SRX3929415,9.0772505,H3K4me3,histone methylation,Whole plant,WT,8.0,21.0
SRP139813/SRX3929416,6.1006036,H3K36me3,histone methylation,Whole plant,WT,8.0,21.0
SRP139813/SRX3929418,1.4114994,H3K4me2,histone methylation,Whole plant,fpa-7,8.0,21.0
SRP139813/SRX3929419,9.48397,H3K4me3,histone methylation,Whole plant,fpa-7,8.0,21.0
SRP139813/SRX3929420,5.8959284,H3K36me3,histone methylation,Whole plant,fpa-7,8.0,21.0
SRP139813/SRX3929422,1.2753254,H3K4me2,histone methylation,Whole plant,bdrs triple mutant,8.0,21.0
SRP139813/SRX3929423,9.838429,H3K4me3,histone methylation,Whole plant,bdrs triple mutant,8.0,21.0
SRP139813/SRX3929424,7.284391,H3K36me3,histone methylation,Whole plant,bdrs triple mutant,8.0,21.0
SRP139826/SRX3929615,1.4455796,PolII,RNA polymerase,Whole plant,WT,7.0,21.0
SRP139826/SRX3929616,1.088654,PolII,RNA polymerase,Whole plant,fpa-7,7.0,21.0
SRP139826/SRX3929617,1.366093,PolII,RNA polymerase,Whole plant,bdrs triple mutant,7.0,21.0
SRP139826/SRX3929618,1.6888648,PolIISer2P,RNA polymerase,Whole plant,WT,7.0,21.0
SRP139826/SRX3929619,0.9936632,PolIISer2P,RNA polymerase,Whole plant,fpa-7,7.0,21.0
SRP139826/SRX3929620,1.5508598,PolIISer2P,RNA polymerase,Whole plant,bdrs triple mutant,7.0,21.0
SRP139826/SRX3929621,1.6934521,PolIISer5,RNA polymerase,Whole plant,WT,7.0,21.0
SRP139826/SRX3929622,1.8766819,PolIISer5,RNA polymerase,Whole plant,fpa-7,7.0,21.0
SRP139826/SRX3929623,1.640034,PolIISer5,RNA polymerase,Whole plant,bdrs triple mutant,7.0,21.0
SRP139826/SRX3929638,0.89153266,IgG,DNA-binding protein,Whole plant,WT,7.0,21.0
SRP034702/SRX398434,0.22102806,H3K27me3,histone methylation,Whole plant,WT,14.0,22.0
SRP034702/SRX398436,0.14026842,H3K27me3,histone methylation,Whole plant,HBI1-YFP,14.0,22.0
SRP034702/SRX398438,0.23177695,H3K27me3,histone methylation,Whole plant,clf,14.0,22.0
SRP034702/SRX398440,0.21322295,H3K27me3,histone methylation,Whole plant,brm clf,14.0,22.0
SRP144497/SRX4036320,0.5210187,H3K9me2,histone methylation,Whole plant,WT,11.0,22.0
SRP144497/SRX4036322,0.7546838,H3K9me2,histone methylation,Whole plant,kyp,11.0,22.0
SRP144497/SRX4036324,0.45697242,H3K9me2,histone methylation,Whole plant,suvh5,11.0,22.0
SRP144497/SRX4036326,0.4985563,H3K9me2,histone methylation,Whole plant,suvh6,11.0,22.0
SRP144497/SRX4036328,0.8362163,H3K9me2,histone methylation,Whole plant,"kyp, suvh5, suvh6",11.0,22.0
SRP102691/SRX4081803,0.7369577,MYC2,Transcription factor,Whole plant,,3.0,22.0
SRP145638/SRX4081803,0.7312237,MYC2,Transcription factor,Whole plant,MYC2,3.0,21.0
SRP102691/SRX4081808,0.85665447,MYC3,Transcription factor,Whole plant,,3.0,22.0
SRP145638/SRX4081808,0.76193714,MYC3,Transcription factor,Whole plant,MYC3,3.0,21.0
SRP148471/SRX4101259,1.0784769,open chromatin,open chromatin,Rosette,MSH1,14.0,24.0
SRP148853/SRX4119665,0.22533332,H3K9me2,histone methylation,Leaf,WT x MN,42.0,20.0
SRP148853/SRX4119666,0.29584718,H3K27me3,histone methylation,Leaf,Be X LF,42.0,20.0
SRP148853/SRX4119667,0.114081174,H3K9me2,histone methylation,Leaf,WT,42.0,20.0
SRP148853/SRX4119668,0.24329609,H3K27me3,histone methylation,Leaf,WT x MN,42.0,20.0
SRP148853/SRX4119669,0.33276254,H3K27me3,histone methylation,Leaf,Est X MN,42.0,20.0
SRP148853/SRX4119670,0.09803016,H3K27me3,histone methylation,Leaf,WT,21.0,20.0
SRP148853/SRX4119672,0.34846112,H3K9me2,histone methylation,Leaf,Est X MN,42.0,20.0
SRP148853/SRX4119673,0.71532124,H3K9me2,histone methylation,Leaf,Be X LF,42.0,20.0
SRP149067/SRX4131125,0.36997294,H3K27me3,histone methylation,Whole plant,WT,10.0,23.0
SRP149067/SRX4131129,0.34682542,H3K27me3,histone methylation,Whole plant,WT,10.0,23.0
SRP149067/SRX4131133,14.173454,H3K4me3,histone methylation,Whole plant,WT,10.0,23.0
SRP149067/SRX4131137,11.894492,H3K4me3,histone methylation,Whole plant,WT,10.0,23.0
SRP149067/SRX4131141,3.9535308,H3,histone,Whole plant,WT,10.0,23.0
SRP149067/SRX4131142,4.396187,H3,histone,Whole plant,WT,10.0,23.0
SRP149450/SRX4147762,4.262417,H3K18ac,histone acetylation,Whole plant,WT,14.0,22.0
SRP149450/SRX4147764,4.429379,H3K23ac,histone acetylation,Whole plant,WT,14.0,22.0
SRP149450/SRX4147767,4.889454,H3K18ac,histone acetylation,Whole plant,arp64,14.0,22.0
SRP149450/SRX4147769,4.7921057,H3K23ac,histone acetylation,Whole plant,arp64,14.0,22.0
SRP149450/SRX4147772,5.2292237,H3K18ac,histone acetylation,Whole plant,idm19,14.0,22.0
SRP149450/SRX4147774,4.506515,H3K23ac,histone acetylation,Whole plant,idm19,14.0,22.0
SRP149450/SRX4147777,5.0678425,H3K18ac,histone acetylation,Whole plant,atmbd95-4npx1-4,14.0,22.0
SRP149450/SRX4147779,6.7101374,H3K23ac,histone acetylation,Whole plant,atmbd95-4npx1-4,14.0,22.0
SRP149450/SRX4147782,3.5471613,H2AZ,histone related,Whole plant,WT,14.0,22.0
SRP149450/SRX4147785,2.5320468,H2AZ,histone related,Whole plant,arp64,14.0,22.0
SRP149450/SRX4147788,3.6681535,H2AZ,histone related,Whole plant,idm19,14.0,22.0
SRP149450/SRX4147791,1.6446464,H2AZ,histone related,Whole plant,pie16,14.0,22.0
SRP149450/SRX4147794,3.9126635,H2AZ,histone related,Whole plant,ros114,14.0,22.0
SRP149806/SRX4168241,1.1545924,TCP4,Transcription factor,Whole plant,TCP4,4.0,22.0
SRP149806/SRX4168243,1.5626801,TCP4,Transcription factor,Whole plant,TCP4,4.0,22.0
SRP149810/SRX4168317,8.812485,H3K36me3,histone methylation,Shoot,WT,14.0,
SRP149810/SRX4168319,8.3217945,H3K36me3,histone methylation,Shoot,WT,14.0,
SRP149810/SRX4168323,10.679356,H3K36me3,histone methylation,Shoot,sdg8,14.0,
SRP149810/SRX4168324,10.140779,H3K36me3,histone methylation,Shoot,sdg8,14.0,
SRP149819/SRX4169314,5.6392927,H3K4me3,histone methylation,Leaf,WT,28.0,22.0
SRP149819/SRX4169315,8.142154,H3K4me3,histone methylation,Leaf,jmj16,28.0,22.0
SRP149819/SRX4169317,1.9519165,JMJ16,DNA-binding protein,Leaf,jmj16,28.0,22.0
SRP150994/SRX4277147,3.7511308,H4K5ac,histone acetylation,Whole plant,WT,10.0,22.0
SRP150994/SRX4277148,2.9979699,H4K5ac,histone acetylation,Whole plant,"arid2, arid3, arid4",10.0,22.0
SRP150994/SRX4277149,2.493917,H4K5ac,histone acetylation,Whole plant,"epcr1, epcr2",10.0,22.0
SRP151299/SRX4296961,5.5067167,H3K56ac,histone acetylation,Vegetative cells,,7.0,23.0
SRP152291/SRX4343080,6.913024,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343083,11.346175,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343087,13.367714,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343096,11.4983635,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343102,8.423851,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343108,13.405389,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343113,13.100425,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343118,8.351079,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343122,8.872163,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343124,8.005016,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343131,12.048362,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343136,7.8107486,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343141,11.161293,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343144,7.223598,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343146,12.875698,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP152291/SRX4343147,7.161568,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343152,8.16888,H3K9ac,histone acetylation,Leaf,,21.0,22.0
SRP152291/SRX4343157,12.341821,H3K4me3,histone methylation,Leaf,,21.0,22.0
SRP153116/SRX4382140,0.49246764,open chromatin,open chromatin,Inflorescence,ap1cal,32.0,
SRP153116/SRX4382143,0.6013302,open chromatin,open chromatin,Inflorescence,ap1cal,32.0,
SRP154353/SRX4404637,9.386565,H3K4me3,histone methylation,Leaf,,,22.0
SRP154353/SRX4404638,0.7164795,H3K27me3,histone methylation,Leaf,,,22.0
SRP154353/SRX4404639,0.12128462,H3K9me2,histone methylation,Leaf,,,22.0
SRP154353/SRX4404641,8.23714,H3K4me3,histone methylation,Vegetative cells,,,23.0
SRP154353/SRX4404642,0.39589185,H3K27me3,histone methylation,Vegetative cells,,,23.0
SRP154459/SRX4409095,1.0144496,H2AZ,histone related,Whole plant,arp6-1,6.0,20.0
SRP154459/SRX4409098,0.9724698,H2AZ,histone related,Whole plant,mbd9-1,6.0,20.0
SRP154459/SRX4409101,1.6207013,H2AZ,histone related,Whole plant,WT,6.0,20.0
SRP154459/SRX4409104,5.1639376,H4ac,histone acetylation,Whole plant,arp6-1,6.0,20.0
SRP154459/SRX4409107,4.757564,H4ac,histone acetylation,Whole plant,mbd9-1,6.0,20.0
SRP154459/SRX4409110,4.8629155,H4ac,histone acetylation,Whole plant,WT,6.0,20.0
SRP155528/SRX4476062,2.1263418,HY5,Transcription factor,Whole plant,,10.0,
SRP155528/SRX4476065,1.9418564,HY5,Transcription factor,Whole plant,,10.0,
SRP134213/SRX4478272,1.1206378,H3K9me2,histone methylation,Whole plant,agdp1,10.0,22.0
SRP134213/SRX4478276,1.0523826,H3K9me2,histone methylation,Whole plant,WT,10.0,22.0
SRP156129/SRX4501186,1.3310658,LDL1,DNA-binding protein,Whole plant,ldl1,14.0,22.0
SRP156229/SRX4503480,0.44637418,H3K9me2,histone methylation,Leaf,WT,14.0,
SRP156229/SRX4503482,0.6132436,H3K9me2,histone methylation,Leaf,adcp1-1,14.0,
SRP156229/SRX4503488,0.5904603,ADCP1,DNA-binding protein,Leaf,adcp1,14.0,
SRP156229/SRX4503490,0.5211991,ADCP1,DNA-binding protein,Leaf,adcp1,14.0,
SRP156399/SRX4509237,0.743686,H3K27me3,histone methylation,Aerial tissue,WT,12.0,22.0
SRP156399/SRX4509241,5.4096055,H3K4me3,histone methylation,Aerial tissue,WT,12.0,22.0
